,score,creation_date,body
82,2.0,2013-03-28 14:10:35.603000+00:00,"<p>Since you are making several calls to a database file (that isn't going to change), I'd start out by defining your connection string and your SQL statements at the top of your class as global values:</p>

<pre><code>private const int ITEMID_INDEX = 0;
private const int PACKSIZE_INDEX = 1;
private const string SQL_CONN_STR = ""Data Source=\\badPlace2B\\CCRDB.SDF"";
private const string SQL_GET_VENDOR_ITEMS = ""SELECT ItemID, PackSize "" + 
  ""FROM VendorItems "" +
  ""WHERE VendorID=@VendorID AND VendorItemID=@VendorItemID"";
</code></pre>

<p>These never change, so there is no reason to define them again each time you call your routine.</p>

<p>Personally, I do not like inserting values into SQL statements, like you have shown. Rather, try to use Parameters.</p>

<p>To use Parameters, you'll need to look into your database to see what type of columns <code>VendorID</code> and <code>VendorItemID</code> are. My guess is that they are both <strong>int</strong> values, but these could be <strong>GUID</strong> like values, requiring <code>VarChar</code> type strings. If these are strings, you should write down what sizes the columns are defined as.</p>

<p><strong>For example:</strong> Below, my <code>Serial_Number</code> column is the <code>SqlDbType.NVarChar</code> and the size is 50. An <code>SqlCeParameter</code> for this column would be:</p>

<pre><code>cmd.Parameters.Add(""@Serial_Number"", SqlDbType.NVarChar, 50).Value = txtSerial_Number.Text.Trim();
</code></pre>

<p><img src=""https://i.stack.imgur.com/6diFd.png"" alt=""db table definition""></p>

<p>Since I did not know what type of data you use, I created an enumerated type to show how each method would be used. If you do not have access to the table's design, the last resort is ""AddWithValue"" (I personally hate that one, because it makes me look like I don't know what my database has inside).</p>

<pre><code>enum ParamStyle { AddWithValue, AddIntegers, AddVarChar }
</code></pre>

<p>To use this enumerated type, I modified the signature of your method to pass in that value:</p>

<pre><code>private bool PopulateControlsIfVendorItemsFound(ParamStyle style) {
</code></pre>

<p>Obviously, you will not need this, because you should know what technique you are going to be coding with.</p>

<p>I wasn't able to figure out what your <code>dbconn</code> object was. Initially, I thought this was your <code>SqlCeConnection</code>, but that does not have an <code>isValidTable</code> method, so I just commented it out:</p>

<pre><code>  //if (dbconn.isValidTable(""VendorItems"") == -1) {
  //  DUCKBILL.LogMsgs.Append(""VendorItems not a valid table"");//do not see this msg; good! VendorItems is seen as valid...
  //  return false;
  //}
</code></pre>

<p>Speaking of <code>SqlCeConnection</code>...</p>

<p>I combined your <code>SqlCeCommand</code> instance with your <code>SqlCeConnection</code> instance. Less code typically means fewer errors:</p>

<pre><code>  using (var cmd = new SqlCeCommand(SQL_GET_VENDOR_ITEMS, new SqlCeConnection(SQL_CONN_STR))) {
</code></pre>

<p>The <code>CommandType</code>, by default, is <code>CommandType.Text</code>, so this line is unnecessary:</p>

<pre><code>    // cmd.CommandType = CommandType.Text; (this is the default)
</code></pre>

<p>I moved most of your variable reading outside of the <code>try/catch</code> routine, as none of that should ever cause an exception to be generated.</p>

<p>Also, I used the more targeted <code>SqlCeException</code> instead of the general <code>Exception</code>. The only thing that could fail in the block is something <code>SqlCe</code> related, and the <code>SqlCeException</code> will give you better/more specific error messages than the general <code>Exception</code> object will.</p>

<pre><code>    } catch (SqlCeException err) {
</code></pre>

<p>So, what does it look like all put together?</p>

<h2>Code:</h2>

<pre><code>enum ParamStyle { AddWithValue, AddIntegers, AddVarChar }
private const int ITEMID_INDEX = 0;
private const int PACKSIZE_INDEX = 1;
private const string SQL_CONN_STR = ""Data Source=\\badPlace2B\\CCRDB.SDF"";
private const string SQL_GET_VENDOR_ITEMS = ""SELECT ItemID, PackSize FROM VendorItems WHERE VendorID=@VendorID AND VendorItemID=@VendorItemID"";

private bool PopulateControlsIfVendorItemsFound(ParamStyle style) {
  bool recordFound = false;

  //DUCKBILL.LogMsgs.Append(""Made it into frmEntry.PopulateControlsIfVendorItemsFound()\r\n"");
  string itemID = null;
  string packSize = null;
  //string vendorId = txtVendor.Text.Trim();
  //string vendorItemId = txtUPC.Text.Trim();
  //string query = string.Format(""SELECT ItemID, PackSize FROM VendorItems WHERE VendorID = {0} AND VendorItemID = {1}"", vendorId, vendorItemId);

  //if (dbconn.isValidTable(""VendorItems"") == -1) {
  //  DUCKBILL.LogMsgs.Append(""VendorItems not a valid table"");//do not see this msg; good! VendorItems is seen as valid...
  //  return false;
  //}
  using (var cmd = new SqlCeCommand(SQL_GET_VENDOR_ITEMS, new SqlCeConnection(SQL_CONN_STR))) {
    // cmd.CommandType = CommandType.Text; (this is the default)
    if (style == ParamStyle.AddIntegers) { // Adding Integers:
      cmd.Parameters.Add(""@VendorID"", SqlDbType.Int).Value = Convert.ToInt32(txtVendor.Text.Trim());
      cmd.Parameters.Add(""@VendorItemID"", SqlDbType.Int).Value = Convert.ToInt32(txtUPC.Text.Trim());
    } else if (style == ParamStyle.AddVarChar) { // Adding String Values
      // NOTE: Here, you should look in your database table and
      // use the size you defined for your VendorID and VendorItemID columns.
      cmd.Parameters.Add(""@VendorID"", SqlDbType.VarChar, 25).Value = txtVendor.Text.Trim();
      cmd.Parameters.Add(""@VendorItemID"", SqlDbType.VarChar, 50).Value = txtUPC.Text.Trim();
    } else if (style == ParamStyle.AddWithValue) { // Adding as Objects (only if you don't know what the data types are)
      cmd.Parameters.AddWithValue(""@VendorID"", txtVendor.Text.Trim());
      cmd.Parameters.AddWithValue(""@VendorItemID"", txtUPC.Text.Trim());
    }
    try {
      cmd.Connection.Open();
      using (var myReader = cmd.ExecuteReader(CommandBehavior.SingleRow)) {
        if (myReader.Read()) {
          itemID = myReader.GetString(ITEMID_INDEX);
          packSize = myReader.GetString(PACKSIZE_INDEX);
          recordFound = true;
        }
      }
    } catch (SqlCeException err) {
      //DUCKBILL.LogMsgs.Append(string.Format(""Exception in PopulateControlsIfVendorItemsFound: {0}\r\n"", err.Message));
      // (I never return from a 'catch' statement) return recordFound;
    } finally {
      if (cmd.Connection.State == ConnectionState.Open) {
        cmd.Connection.Close();
      }
    }
  }
  if (recordFound) { // set these last, and set them OUTSIDE of the try/catch block
    txtID.Text = itemID;
    txtSize.Text = packSize;
  }
  return recordFound;
}
</code></pre>

<h2>Happy Coding!</h2>"
83,0.0,2012-09-30 16:23:28.343000+00:00,"<pre><code>NSMutableArray *words[26];
    for (i = 0;i&lt;26;) {
    words[i] = [[NSMutableArray alloc] init];
    }
</code></pre>

<p>you can use it like this </p>

<pre><code>[words[6] addObject:myInt];
[words[6] insertObject:myInt atIndex:4];
[words[6] objectAtIndex:4];
//in this case 6 is the column number and 4 is the row.
</code></pre>"
84,2.0,2011-10-12 16:17:25.353000+00:00,"<p><strong>Why are they might be different:</strong><br>
<a href=""http://www.parashift.com/c++-faq-lite/newbie.html#faq-29.16"" rel=""nofollow"">http://www.parashift.com/c++-faq-lite/newbie.html#faq-29.16</a>  </p>

<blockquote>
  <p>Floating point is an approximation...  </p>
</blockquote>

<p><a href=""http://www.parashift.com/c++-faq-lite/newbie.html#faq-29.17"" rel=""nofollow"">http://www.parashift.com/c++-faq-lite/newbie.html#faq-29.17</a>  </p>

<blockquote>
  <p>The reason floating point will surprise you is that float and double
  values are normally represented using a finite precision binary
  format. In other words, floating point numbers are not real numbers.
  For example, in your machine's floating point format it might be
  impossible to exactly represent the number 0.1. By way of analogy,
  it's impossible to exactly represent the number one third in decimal
  format (unless you use an infinite number of digits)....
  The message is that some floating point numbers cannot always be
  represented exactly, so comparisons don't always do what you'd like
  them to do. In other words, if the computer actually multiplies 10.0
  by 1.0/10.0, it might not exactly get 1.0 back.</p>
</blockquote>

<p><strong>How to compare floating point:</strong><br>
<a href=""http://c-faq.com/fp/strangefp.html"" rel=""nofollow"">http://c-faq.com/fp/strangefp.html</a>  </p>

<blockquote>
  <p>...some machines have more precision available in floating-point
  computation registers than in double values stored in memory, which
  can lead to floating-point inequalities when it would seem that two
  values just have to be equal.</p>
</blockquote>

<p><a href=""http://www.parashift.com/c++-faq-lite/newbie.html#faq-29.17"" rel=""nofollow"">http://www.parashift.com/c++-faq-lite/newbie.html#faq-29.17</a><br>
Here's the wrong way to do it:</p>

<pre><code> void dubious(double x, double y)
 {
   ...
   if (x == y)  // Dubious!
     foo();
   ...
 }
</code></pre>

<p>If what you really want is to make sure they're ""very close"" to each other (e.g., if variable a contains the value 1.0 / 10.0 and you want to see if (10*a == 1)), you'll probably want to do something fancier than the above:</p>

<pre><code> void smarter(double x, double y)
 {
   ...
   if (isEqual(x, y))  // Smarter!
     foo();
   ...
 }
</code></pre>

<p>There are many ways to define the isEqual() function, including:</p>

<pre><code> #include &lt;cmath&gt;  /* for std::abs(double) */

 inline bool isEqual(double x, double y)
 {
   const double epsilon = /* some small number such as 1e-5 */;
   return std::abs(x - y) &lt;= epsilon * std::abs(x);
   // see Knuth section 4.2.2 pages 217-218
 }
</code></pre>

<p>Note: the above solution is not completely symmetric, meaning it is possible for isEqual(x,y) != isEqual(y,x). From a practical standpoint, does not usually occur when the magnitudes of x and y are significantly larger than epsilon, but your mileage may vary.</p>"
85,0.0,2011-03-01 14:17:27.270000+00:00,"<p>You could explode with </p>

<pre><code>'&lt;li&gt;'
</code></pre>

<p>and strip_tags() to get the rows (ignoring the first one), and loop through them and explode with </p>

<pre><code>'] [' 
</code></pre>

<p>to get the cols.</p>"
86,0.0,2012-04-01 11:17:49.907000+00:00,"<p>Your code:</p>

<pre><code>$DBH-&gt;prepare(""SELECT * FROM `Admins` WHERE `username` = '$user_name' AND password='$password'"");
</code></pre>

<p>Prepared statements (in-and-of-themselves) don't protect against SQL injections. You need to <em>bind the parameters</em>. Check out: <a href=""http://php.net/manual/en/pdostatement.bindparam.php"" rel=""nofollow"">http://php.net/manual/en/pdostatement.bindparam.php</a>.</p>

<p>In your example above, SQL injection is entirely possible. I can't see where you define <code>$user_name</code> or <code>$password</code>, so I can't tell for sure whether or not it's safe.</p>"
87,1.0,2014-01-14 07:37:31.193000+00:00,"<p>Place this rule in your <code>DOCUMENT_ROOT/.htaccess</code> file:</p>

<pre><code>RewriteEngine On
RewriteBase /FTS/

RewriteCond %{REQUEST_FILENAME} !-f
RewriteCond %{DOCUMENT_ROOT}/FTS/$1.php -f
RewriteRule ^(.+?)/?$ $1.php [L]
</code></pre>"
88,7.0,2010-12-14 03:26:38.590000+00:00,"<p>Your <code>doIf</code> is a special case of <a href=""http://hackage.haskell.org/packages/archive/base/latest/doc/html/Data-Foldable.html#v:traverse_"" rel=""nofollow""><code>Data.Foldable.traverse_</code></a>.</p>

<p>You can usually find this sort of thing through <a href=""http://www.haskell.org/hoogle/?hoogle=(a+-%3E+IO+())+-%3E+Maybe+a+-%3E+IO+()"" rel=""nofollow"">Hoogle</a>, but it seems to be a little broken at the moment.  The command-line version I have installed on my system gives <code>Data.Foldable.traverse_</code> as the first result for the query <code>(a -&gt; IO ()) -&gt; Maybe a -&gt; IO ()</code>.</p>

<hr>

<p>And sure, you can define that operator, it's just <code>(&lt;#&gt;) = doIf</code> (or <code>(&lt;#&gt;) = Data.Foldable.traverse_</code>).</p>"
89,0.0,2014-09-30 09:16:36.373000+00:00,"<p>Ok , but you specified very minimum information to solve this kind of problem , since i have not understood it fully , i have the following suggestion.</p>

<p>How about using before and after interceptor on grails.</p>

<pre><code> class Reservation {

     Date startDate ...

    def beforeInterceptor = {

    //do some date validation here start data or end date
    //for exmaple you might check that we have 
    //any start date currently existing on db
    //by findbyStartDate or endDate
    //then reject the reservation or saving of this model 
        println ""validation error here , cancel save""
    }
    static constraints = {
      //do some validation here related to ur constraint
      startDate max: new Date()
     }
  }
</code></pre>

<p>let me know anything if u need more help . . . </p>"
90,2.0,2011-08-06 09:28:38.357000+00:00,"<p>As the syntax of a roll is fairly complex, why not write a parser instead of using a huge regular expression?</p>"
91,0.0,2011-12-08 03:44:21.643000+00:00,"<p>If you are launching PreCamera activity from TcpClient activity:
Try this</p>

<pre><code>TcpClient.this.startActivity(intent);
</code></pre>"
92,2.0,2010-08-06 12:30:22.323000+00:00,"<p>You can delegate the sorting to your own sort function:</p>

<pre><code>function sortnum(a,b) {
 return parseInt(a,10)-parseInt(b,10);
}
var n = [""10"", ""5"", ""40"", ""25"", ""100"", ""1""];
alert(n.sort(sortnum)); //=&gt;[""1"", ""5"", ""10"", ""25"", ""40"", ""100""]
</code></pre>"
93,1.0,2010-11-19 20:04:23.200000+00:00,"<p>If you run ProcessExplorer on your server you will notice that an out of band process called nunit-agent is spawned which ends up blocking the nunit runner. </p>

<p>I have not validated that this is fixed in 2.5.9, but it might be some info that could be helpful.</p>"
94,4.0,2013-08-18 04:58:38.890000+00:00,"<p>You can follow the step-by-step tutorial / wizard at <a href=""http://www.buildmypinnedsite.com"" rel=""nofollow"">http://www.buildmypinnedsite.com</a></p>"
95,34.0,2010-08-25 10:02:07.370000+00:00,"<pre><code>&lt;Style x:Key=""LinkButton"" 
       TargetType=""Button""
       BasedOn=""{StaticResource ResourceKey={x:Type Button}}""
       &gt;

    &lt;Setter Property=""Width"" Value=""Auto""/&gt;

    &lt;Setter Property=""Template""&gt;
        &lt;Setter.Value&gt;
            &lt;ControlTemplate TargetType=""Button""&gt;
                &lt;ContentPresenter Content=""{TemplateBinding Content}"" 
                                  ContentTemplate=""{TemplateBinding  ContentTemplate}""
                                  VerticalAlignment=""Center""
                                  &gt;
                    &lt;ContentPresenter.Resources&gt;
                        &lt;Style TargetType=""{x:Type TextBlock}""&gt;
                            &lt;Setter Property=""TextDecorations"" Value=""Underline"" /&gt;
                        &lt;/Style&gt;
                    &lt;/ContentPresenter.Resources&gt;
                &lt;/ContentPresenter&gt;
            &lt;/ControlTemplate&gt;
        &lt;/Setter.Value&gt;
    &lt;/Setter&gt;
    &lt;Setter Property=""Foreground"" Value=""Blue"" /&gt;
    &lt;Setter Property=""Cursor"" Value=""Hand"" /&gt;
    &lt;Style.Triggers&gt;
        &lt;Trigger Property=""IsMouseOver"" Value=""true""&gt;
            &lt;Setter Property=""Foreground"" Value=""Red"" /&gt;
        &lt;/Trigger&gt;
    &lt;/Style.Triggers&gt;
&lt;/Style&gt;
</code></pre>

<p>MichaC's and Anderson's version placed the underline slightly wrong, here is an updated version that will just add an underline to any <code>TextBlock</code> that are inside the <code>ContentPresenter</code>.</p>"
96,8.0,2011-11-03 10:32:56.673000+00:00,"<p>Short answer: <strong>no</strong>.</p>

<p>Long answer:</p>

<p>There is limited introspection available at compilation time, and you can for example (using function overload resolution) detects if a class B is an accessible base class of another class D.</p>

<p>However that's about it.</p>

<p>The Standard does not require full introspection, and notably:</p>

<ul>
<li>you cannot list the (direct) base classes of a class</li>
<li>you cannot know whether a class has only one or several base classes</li>
<li>you cannot even know if a base class is the first base or not</li>
</ul>

<p>And of course, there is the issue that the object layout is more or less unspecified, anyway (though C++11 adds the ability to distinguish between trivial layout and class with virtual methods if I remember correctly, which helps a bit here!)</p>

<p>Using Clang, and its AST inspection capabilities, I think you could write a dedicated checker, but this seems quite complicated, and is of course totally non-portable.</p>

<p>Therefore, despite your bold claim <em>P.S. Please don't reply with ""why do you want to do this"" or ""this is against the standard"". I know what what all this for, and I have my reasons to do this.</em>, you will have to adapt your ways.</p>

<p>Of course, if we were given a broader picture of your usage of this class, we might be able to pool our brains together and help you figure a better solution.</p>

<hr>

<p>How to implement a similar system ?</p>

<p>I would propose, first, a simple solution:</p>

<ul>
<li><code>Wrapper&lt;T&gt;</code> is the owner class, non-copyable, non-convertible</li>
<li><code>WrapperRef&lt;U&gt;</code> implements a proxy over an existing <code>Wrapper&lt;T&gt;</code> (as long as <code>T*</code> is convertible to <code>U*</code>) and provide the conversions facilities.</li>
</ul>

<p>We will use the fact that all pointers to be manipulated inherit from <code>UnkDisposable</code> (this is a crucial information!)</p>

<p>Code:</p>

<pre><code>namespace details {
  struct WrapperDeleter {
    void operator()(UnkDisposable* u) { if (u) { u-&gt;Release(); } }
  };


  typedef std::unique_ptr&lt;UnkDisposable, WrapperDeleter&gt; WrapperImpl;
}

template &lt;typename T&gt;
class Wrapper {
public:
  Wrapper(): _data() {}

  Wrapper(T* t): _data(t) {}

  Wrapper(Wrapper&amp;&amp; right): _data() {
    using std::swap;
    swap(_data, right._data);
  }

  Wrapper&amp; operator=(Wrapper&amp;&amp; right) {
    using std::swap;
    swap(_data, right._data);
    return *this;
  }

  T* Get() const { return static_cast&lt;T*&gt;(_data.get()); }

  void Attach(T* t) { _data.reset(t); }
  void Detach() { _data.release(); }

private:
  WrapperImpl _data;
}; // class Wrapper&lt;T&gt;
</code></pre>

<p>Now that we laid down the foundations, we can make our adaptive proxy. Because we will only manipulate everything through <code>WrapperImpl</code>, we ensure the type-safety (and the meaningful-ness of our <code>static_cast&lt;T*&gt;</code>) by checking conversions through <code>std::enable_if</code> and <code>std::is_base_of</code> in the template constructors:</p>

<pre><code>template &lt;typename T&gt;
class WrapperRef {
public:
  template &lt;typename U&gt;
  WrapperRef(Wrapper&lt;U&gt;&amp; w,
    std::enable_if_c&lt; std::is_base_of&lt;T, U&gt; &gt;::value* = 0):
    _ref(w._data) {}

  // Regular
  WrapperRef(WrapperRef&amp;&amp; right): _ref(right._ref) {}
  WrapperRef(WrapperRef const&amp; right): _ref(right._ref) {}

  WrapperRef&amp; operator=(WrapperRef right) {
    using std::swap;
    swap(_ref, right._ref);
    return *this;
  }

  // template
  template &lt;typename U&gt;
  WrapperRef(WrapperRef&lt;U&gt;&amp;&amp; right,
    std::enable_if_c&lt; std::is_base_of&lt;T, U&gt; &gt;::value* = 0):
    _ref(right._ref) {}

  template &lt;typename U&gt;
  WrapperRef(WrapperRef&lt;U&gt; const&amp; right,
    std::enable_if_c&lt; std::is_base_of&lt;T, U&gt; &gt;::value* = 0):
    _ref(right._ref) {}

  T* Get() const { return static_cast&lt;T*&gt;(_ref.get()); }

  void Detach() { _ref.release(); }

private:
  WrapperImpl&amp; _ref;
}; // class WrapperRef&lt;T&gt;
</code></pre>

<p>It might be tweaked according to your needs, for example you could remove the ability to Copy and Move the <code>WrapperRef</code> class to avoid situation where it point to a no longer valid <code>Wrapper</code>.</p>

<p>On the other hand, you could also enrich this using a <code>shared_ptr</code>/<code>weak_ptr</code> approach in order to be able to copy and move the wrapper and still guarantee the availability (but beware of memory leaks).</p>

<p><em>Note: it is intentional that <code>WrapperRef</code> does not provide an <code>Attach</code> method, such a method cannot be used with a base class. Otherwise with both <code>Apple</code> and <code>Banana</code> deriving from <code>Fruit</code>, you could attach a <code>Banana</code> through a <code>WrapperRef&lt;Fruit&gt;</code> even though the original <code>Wrapper&lt;T&gt;</code> was a <code>Wrapper&lt;Apple&gt;</code>...</em></p>

<p><em>Note: this is easy because of the common <code>UnkDisposable</code> base class! This is what gives us a common denominator (<code>WrapperImpl</code>).</em></p>"
97,3.0,2014-06-29 11:59:02.513000+00:00,"<p>Unfortunately, the REST API is still a long ways behind the Classic API with features it provides.  These features you mentioned are things I've seen come up quite a bit, and to my knowledge they are not yet available with the REST services.  </p>

<p>I personally have stuck with Classic as they provide everything and I really see no advantage to using REST myself.  If you happen to be working with PHP (which I always do) you may be interested in my <a href=""http://www.angelleye.com/product/php-class-library-paypal/"" rel=""nofollow"">class library for PayPal</a>.  It makes all of the Classic API calls very quick and easy for you, and it's <a href=""https://packagist.org/packages/angelleye/paypal-php-library"" rel=""nofollow"">available on Packagist</a> so you can use with Composer easily.  </p>"
98,4.0,2012-06-07 13:58:00.433000+00:00,"<p>You can change the ""Delete on Termination"" setting for your instance to keep an EBS volume even if your instance gets terminated. If you are using the command line tool, you can use the ec2-modify-instance-attribute --block-device-mapping command. Here is a link to Amazon's documentation on this subject. <a href=""http://docs.amazonwebservices.com/AWSEC2/latest/CommandLineReference/ApiReference-cmd-ModifyInstanceAttribute.html?r=4426"" rel=""nofollow noreferrer"">http://docs.amazonwebservices.com/AWSEC2/latest/CommandLineReference/ApiReference-cmd-ModifyInstanceAttribute.html?r=4426</a></p>"
99,5.0,2013-03-21 10:44:28.360000+00:00,"<p>Just use <code>&lt;br&gt;</code> instead of <code>\n</code>. And for passing them to a PHP script you have multiple ways. first you can create a query to send them with JQuery, like:</p>

<pre><code>data = ""Rack=""+rck+""&amp;Flat_shelf=""+totalFlat+""&amp;db=""+db+""&amp;totslan=""+totslan; //These are your variables that you want to send to PHP script
var saveData = $.ajax({
      type: 'POST'
      url: ""page.php"",
      data: data,
      dataType: ""text"",
      success: function(resultData) { alert(""sent"") }
});
saveData.error(function() { alert(""Something went wrong""); });
</code></pre>

<p>Second you can create hidden input elements, and post them with a form.</p>"
100,0.0,2012-01-13 05:57:25.423000+00:00,"<p>First of all, <em>Git is not lying to you</em>. The file really is tracked in the branch, and really does exist in the work tree, and really is untracked.</p>

<p>Given that you suggest in comments elsewhere that the file doesn't show up in diffs or even <code>git status</code>, it sounds like you've added it to your gitignore (maybe unintentionally via a wildcard pattern). I know you said you didn't, but if it doesn't show up in the output of <code>git status</code> as an untracked file, then it's untracked and ignored. To verify this, you can list all files ignored by .gitignore:</p>

<pre><code>git ls-files -i --exclude-from=.gitignore
</code></pre>

<p>You can also list all untracked files, ignored or not:</p>

<pre><code>git clean -xdn
</code></pre>

<p>(You seem to say that you're very sure the file is tracked - if it really were, <code>git show HEAD:path/to/file</code> would show the committed contents of the file. I suspect, however, that that will instead tell ""fatal: Path 'path/to/file' does not exist in 'HEAD'"".)</p>

<p>Another way to verify that the file is untracked and ignored is simply to rename it, then see if <code>git status</code> reports it as deleted; if it doesn't, it wasn't tracked.</p>

<p>Assuming this does list the file in question, you should examine the file in your work tree. You can see what version of the file the other branch has using <code>git show other-branch:path/to/file</code>, to compare. If you're satisfied that you don't need the version in your work tree, simply remove it. If you're worried you might need it, rename it or move it out of the directory. If you realize you do need it, you should figure out what ignore pattern is ignoring it, remove that, add it, and commit it. In any case, once you've dealt with the file, you'll be able to switch branches.</p>"
101,1.0,2013-02-08 02:44:28.507000+00:00,"<p>here's a simple version.</p>

<pre><code>SELECT  a.PartNumber, a.PartDescription, a.CategoryID, a.StockPrice
FROM    InventoryPart a
        INNER JOIN
        (
            SELECT  PartNumber, MAX(StockPrice) max_price
            FROM    Inventorypart
            GROUP   BY PartNumber
        ) b ON  a.partNumber = b.PartNumber AND
                a.StockPrice = b.max_price
</code></pre>

<p>for better performance, add an <code>INDEX</code> on columns <code>(PartNumber, StockPrice)</code></p>

<pre><code>ALTER TABLE InventoryPart ADD INDEX (PartNumber, StockPrice)
</code></pre>

<p><strong>UPDATE 1</strong></p>

<pre><code>SELECT  a.PartNumber, a.PartDescription, a.CategoryID, a.StockPrice
FROM    InventoryPart a
        INNER JOIN
        (
            SELECT  PartNumber, CategoryID, MAX(StockPrice) max_price
            FROM    Inventorypart
            GROUP   BY PartNumber, CategoryID
        ) b ON  a.partNumber = b.PartNumber AND
                a.StockPrice = b.max_price AND
                a.CategoryID = b.CategoryID
</code></pre>

<p>and</p>

<pre><code>ALTER TABLE InventoryPart ADD INDEX (PartNumber, StockPrice, CategoryID)
</code></pre>"
102,3.0,2014-07-03 07:41:27.947000+00:00,"<p>For 180s... you must ""create"" an iOS Background Task.
Please, modify your code whit this:</p>

<pre><code>if([[UIDevice currentDevice] respondsToSelector:@selector(isMultitaskingSupported)])
{
    NSLog(@""Multitasking Supported"");

    __block UIBackgroundTaskIdentifier background_task;
    background_task = [application beginBackgroundTaskWithExpirationHandler:^ {

        //Clean up code. Tell the system that we are done.
        [application endBackgroundTask: background_task];
        background_task = UIBackgroundTaskInvalid;
    }];

    //To make the code block asynchronous
    dispatch_async(dispatch_get_global_queue(DISPATCH_QUEUE_PRIORITY_DEFAULT, 0), ^{

        //### background task starts
        NSLog(@""Running in the background\n"");
        while(TRUE)
        {
            NSLog(@""Background time Remaining: %f"",[[UIApplication sharedApplication] backgroundTimeRemaining]);
            [NSThread sleepForTimeInterval:1]; //wait for 1 sec
        }
        //#### background task ends

        //Clean up code. Tell the system that we are done.
        [application endBackgroundTask: background_task];
        background_task = UIBackgroundTaskInvalid;
    });
}
else
{
    NSLog(@""Multitasking Not Supported"");
}
</code></pre>

<p>From here:  <a href=""http://hayageek.com/ios-background-task/"" rel=""nofollow"">http://hayageek.com/ios-background-task/</a></p>"
103,10.0,2010-05-20 05:15:46.923000+00:00,"<p>Code a little game like tic-tac-toe or pong.  Lots of fun and a sense of accomplishment when you are done, but complex enough to keep you working at it for a while :)</p>

<p>There are also code competition sites like topcode at google and such to keep practiced.  Heck, code kata could help as well.  Like playing an instrument, you must keep practicing to get better.  Ideally, you'd get an entry level / internship position to further improve your abilities under a mentorship.</p>

<p>If you lack a compiler, microsoft has a free version of the latest dev studio available for download.  It can do c, c++, c# and anything in between.  Also, the suggestion of gcc is a good one as it is widely used in various open source developments over at source forge - another place to go and sign up for a project and help out a group project.</p>"
104,0.0,2014-08-29 11:55:18.133000+00:00,"<p>You could use correlated subqueries for this:</p>

<pre><code>SELECT date,
       (SELECT COUNT(*)
        FROM tbl AS t2
        WHERE t2.date = tbl.date
         AND status = 'open'
       ) AS open,
       (SELECT COUNT(*)
        FROM tbl AS t2
        WHERE t2.date = tbl.date
         AND status = 'closed'
       ) AS closed
FROM tbl
</code></pre>

<p>Alternatively, group by the date, and count how many rows in the group have the desired status:</p>

<pre><code>SELECT date,
       total(status = 'open') AS open,
       total(status = 'closed') AS closed
FROM tbl
GROUP BY date
</code></pre>"
105,0.0,2011-06-22 16:13:18.923000+00:00,"<p>This'll turn your server into a wide open door for anyone to grab any file they want, but... it does what you want.</p>

<pre><code>&lt;?php
    readfile($_REQUEST['file']);
</code></pre>

<p>Enjoy...</p>"
106,7.0,2013-06-05 06:22:35.187000+00:00,"<p>There are definitely four options here:</p>

<ul>
<li><p>Abandon <code>using</code> and just have a <code>try</code>/<code>catch</code>/<code>finally</code>:</p>

<pre><code>var requestStream = request.GetRequestStream();
try
{
    byte[] data = Encoding.UTF8.GetBytes(xmlData);
    requestStream.Write(data, 0, data.Length);
}
catch (IOException e) // Or whatever
{
    // Whatever you want
}
finally
{
    requestStream.Dispose();
}
</code></pre></li>
<li><p>Put just a <code>try</code>/<code>catch</code> block inside the <code>using</code> block:</p>

<pre><code>using (var requestStream = request.GetRequestStream())
{
    try
    {
        byte[] data = Encoding.UTF8.GetBytes(xmlData);
        requestStream.Write(data, 0, data.Length);
    }
    catch (IOException e) // Or whatever
    {
        // Whatever you want
    }
}
</code></pre></li>
<li><p>The same as the second option, but with the <code>try</code>/<code>catch</code> <em>outside</em> the <code>using</code> block instead of inside. I don't think it makes much difference which you use, to be honest.</p></li>
<li><p>Catch the exception at a higher level anyway, e.g. in the calling method. Often this is a better approach, as you may well want to handle one type of exception from multiple ""small"" operations in the same way from the perspective of the ""larger"" operation.</p></li>
</ul>

<p>Personally I generally favour the second approach or the fourth. It's a consistent change: when I want to catch an exception, I introduce a <code>try</code>/<code>catch</code> block. The fact that it <em>happens</em> to be inside a <code>using</code> statement is neither here nor there. It ends up with more nesting, but I find it happens rarely enough that that's not a problem.</p>"
107,13.0,2010-04-04 23:09:13.993000+00:00,"<p>What you seem to be looking for is called <a href=""http://en.wikipedia.org/wiki/Homomorphic_encryption"" rel=""nofollow noreferrer"">Homomorphic Encryption</a>: an encryption scheme which allows you to perform operations on encrypted data, with the encrypted result as the outcome. </p>

<p>Such a scheme would allow you to give encrypted data to a 3rd party, which could then do computations on it for you without knowing what they were computing.</p>

<p>In your case, you need two operations: addition and division. Until recently, homomorphic encryption schemes typically supported only 1 operation. But in september 2009 <a href=""http://www.businessweek.com/technology/content/sep2009/tc20090930_463595.htm"" rel=""nofollow noreferrer"">IMB announced the first fully homomorphic cryptosystem</a>. Other researches <a href=""http://eprint.iacr.org/2009/616"" rel=""nofollow noreferrer"">published another system</a> soon after that.</p>

<p>These cryptosystems might be be able to do what you want, but it is all cutting edge computer science research.</p>"
